Title,URL,Views
Do messages matter?,https://www.youtube.com/watch?v=kJM08F9aQtw,"114,050 views"
Drake- Take Care ALBUM REVIEW,https://www.youtube.com/watch?v=CxT49-YpUNc,"566,365 views"
Crystal Stilts- Radiant Door EP REVIEW,https://www.youtube.com/watch?v=G-Rnu8q8fSI,"12,469 views"
King Krule- King Krule EP REVIEW,https://www.youtube.com/watch?v=oeiWtWcROvo,"52,459 views"
Wale- Ambition ALBUM REVIEW,https://www.youtube.com/watch?v=jtT_ilEovl0,"74,065 views"
Mac Miller- Blue Slide Park ALBUM REVIEW,https://www.youtube.com/watch?v=5H69rSUADF0,"137,765 views"
Music evolves.,https://www.youtube.com/watch?v=ur3KHH2zQMM,"42,520 views"
Cynic- Carbon-Based Anatomy EP REVIEW,https://www.youtube.com/watch?v=g01hbKaIfg4,"25,854 views"
Kate Bush- 50 Words For Snow ALBUM REVIEW,https://www.youtube.com/watch?v=PiuMwOAX72U,"53,424 views"
Vektor- Outer Isolation ALBUM REVIEW,https://www.youtube.com/watch?v=iRG4w5x2vV8,"44,884 views"
The Log.Os- λόγος ALBUM REVIEW,https://www.youtube.com/watch?v=ImsHI_Z6T2I,"28,160 views"
Y U NO REVIEW: NOV 2011,https://www.youtube.com/watch?v=Sf0gkn0Wg24,"110,972 views"
The Spits- The Spits ALBUM REVIEW,https://www.youtube.com/watch?v=jR4A97iLRxg,"22,934 views"
Yelawolf- Radioactive ALBUM REVIEW,https://www.youtube.com/watch?v=W31Mox0Ez1U,"76,502 views"
Red Horse- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=XmxL81mXR2I,"15,196 views"
Oneohtrix Point Never- Replica ALBUM REVIEW,https://www.youtube.com/watch?v=UHFFlrSZF-U,"108,790 views"
Comet Gain- Howl of the Lonely Crowd ALBUM REVIEW,https://www.youtube.com/watch?v=J10Fov5VEP8,"17,597 views"
Free music.,https://www.youtube.com/watch?v=_SeTi5w1Uhk,"79,987 views"
The Black Keys- El Camino ALBUM REVIEW,https://www.youtube.com/watch?v=Q5d9O8CPh7w,"135,836 views"
Jacaszek- Glimmer ALBUM REVIEW,https://www.youtube.com/watch?v=oyr32v8ibE4,"16,681 views"
Nujabes- Spiritual State ALBUM REVIEW,https://www.youtube.com/watch?v=_Ca1LFIih3k,"214,085 views"
Cormorant- Dwellings ALBUM REVIEW,https://www.youtube.com/watch?v=rwAHEPfpiOI,"35,754 views"
The Roots- Undun ALBUM REVIEW,https://www.youtube.com/watch?v=XmgynYpKSVg,"78,514 views"
How many times I listen to an album.,https://www.youtube.com/watch?v=RCbd1JC4Q78,"346,105 views"
BADBADNOTGOOD- Rotten Decay TRACK REVIEW,https://www.youtube.com/watch?v=eATcLAOGxro,"21,293 views"
Cass McCombs- Humor Risk ALBUM REVIEW,https://www.youtube.com/watch?v=7UbRxK4qMRs,"11,721 views"
Y U NO REVIEW: DEC' 11,https://www.youtube.com/watch?v=GK8BVkjswzg,"53,594 views"
Favorite Music Videos of 2011,https://www.youtube.com/watch?v=XVi_Ldg4Hp8,"391,118 views"
Favorite EPs of 2011,https://www.youtube.com/watch?v=qLdwuZ8Jr88,"32,492 views"
Favorite Singles of 2011,https://www.youtube.com/watch?v=7ljw5YxV8vw,"66,869 views"
Favorite Albums of 2011,https://www.youtube.com/watch?v=JpQn6vqCtFw,"288,457 views"
Godspeed You! Black Emperor- Lift Yr. Skinny Fists Like Antennas to Heaven! ALBUM REVIEW,https://www.youtube.com/watch?v=-80PEYVeI4E,"594,929 views"
Frank Zappa- Hot Rats ALBUM REVIEW,https://www.youtube.com/watch?v=MCu9UD2aVlw,"220,664 views"
Wu-Tang Clan- Enter the Wu-Tang: 36 Chambers ALBUM REVIEW,https://www.youtube.com/watch?v=oqWkfcdYvvs,"629,320 views"
Music or Meme?,https://www.youtube.com/watch?v=hp_14jSV8cQ,"325,329 views"
Marvin Gaye- What's Going On,https://www.youtube.com/watch?v=SqntE3jS43k,"187,142 views"
Neutral Milk Hotel - In the Aeroplane Over the Sea ALBUM REVIEW,https://www.youtube.com/watch?v=IB4kTLN15y0,"1,184,951 views"
The Internet- Purple Naked Ladies ALBUM REVIEW,https://www.youtube.com/watch?v=VhsLsnnCaMU,"63,269 views"
Guided by Voices- Let's Go Eat the Factory ALBUM REVIEW,https://www.youtube.com/watch?v=U78NIj16Ou0,"31,301 views"
The Weeknd- Echoes of Silence ALBUM REVIEW,https://www.youtube.com/watch?v=nuRLRQl0tZ8,"392,141 views"
Zammuto- Idiom Wind EP REVIEW,https://www.youtube.com/watch?v=0bCcHtQerqE,"13,956 views"
Alcest- Les voyages de l'âme ALBUM REVIEW,https://www.youtube.com/watch?v=kgOFgQLoPgg,"46,408 views"
Anticipated Albums: 2012 Edition,https://www.youtube.com/watch?v=ab8IGgRPcdw,"52,050 views"
"Ceremony- ""Hysteria"" TRACK REVIEW",https://www.youtube.com/watch?v=K-ZiSFmbAA0,"22,314 views"
Charlie Haden & Hank Jones- Come Sunday ALBUM REVIEW,https://www.youtube.com/watch?v=OB31JSo1MPU,"16,591 views"
"The Shins- ""Simple Song"" TRACK REVIEW",https://www.youtube.com/watch?v=zy-vcDvAJ6U,"38,609 views"
The Act of Estimating as Worthless- Amongst These Splintered Minds... ALBUM REVIEW,https://www.youtube.com/watch?v=4EzQRbeLeXk,"16,461 views"
Music Movies,https://www.youtube.com/watch?v=zTGw8MLOCGg,"43,106 views"
Cloud Nothings- Attack On Memory ALBUM REVIEW,https://www.youtube.com/watch?v=V3TEU7FBXC4,"72,140 views"
Schoolboy Q- Habits & Contradictions ALBUM REVIEW,https://www.youtube.com/watch?v=ITVA5ALfEiE,"125,399 views"
Young Fathers- Tape One EP REVIEW,https://www.youtube.com/watch?v=bhBkb4ayfVY,"42,148 views"
First  Aid Kit- The Lion's Roar ALBUM REVIEW,https://www.youtube.com/watch?v=bEj3GUmhci4,"28,828 views"
Will we stop SOPA and PIPA?,https://www.youtube.com/watch?v=gRVagQPDh1w,"69,406 views"
Gonjasufi- MU.ZZ.LE ALBUM REVIEW,https://www.youtube.com/watch?v=MEvzOm8XUgo,"24,071 views"
Chairlift- Something ALBUM REVIEW,https://www.youtube.com/watch?v=sVjHl5LdLco,"27,902 views"
Lamb of God- Resolution ALBUM REVIEW,https://www.youtube.com/watch?v=nYcnhe_y21g,"69,648 views"
Pop. 1280- The Horror ALBUM REVIEW,https://www.youtube.com/watch?v=fUYvPM4dYBo,"17,115 views"
Heems- Nehru Jackets ALBUM REVIEW,https://www.youtube.com/watch?v=dHOHrx-p9sc,"48,608 views"
Universal steals music?,https://www.youtube.com/watch?v=zzcYRFAGfJE,"38,176 views"
Lana Del Rey- Born to Die ALBUM REVIEW,https://www.youtube.com/watch?v=mzyin0buNks,"498,121 views"
The Maccabees- Given to the Wild ALBUM REVIEW,https://www.youtube.com/watch?v=Hll4l4aAyhY,"26,089 views"
Y U NO REVIEW: JANUARY '12,https://www.youtube.com/watch?v=13HJ1xnpdpQ,"68,010 views"
John Talabot- fin ALBUM REVIEW,https://www.youtube.com/watch?v=wktzFuTHqls,"30,429 views"
Loma Prieta- I.V. ALBUM REVIEW,https://www.youtube.com/watch?v=uOqCnL0MEPw,"37,855 views"
My favorite band broke up!,https://www.youtube.com/watch?v=kIsQuDkqXX0,"402,965 views"
My favorite band reunited!,https://www.youtube.com/watch?v=2nrImj0cqgg,"97,448 views"
of Montreal- Paralytic Stalks ALBUM REVIEW,https://www.youtube.com/watch?v=h_jZvILNGzo,"44,759 views"
Leonard Cohen- Old Ideas ALBUM REVIEW,https://www.youtube.com/watch?v=qjKuzGK04GY,"25,981 views"
A Place To Bury Strangers- Onwards To The Wall EP REVIEW,https://www.youtube.com/watch?v=zvvISXU7YaQ,"13,567 views"
Shlohmo- Vacation EP REVIEW,https://www.youtube.com/watch?v=8Mxjjefgprw,"21,687 views"
Sharon Van Etten- Tramp ALBUM REVIEW,https://www.youtube.com/watch?v=E9V9AkezyRQ,"21,214 views"
???,https://www.youtube.com/watch?v=xgBJx64vjdg,"102,186 views"
Lapalux- When You're Gone EP REVIEW,https://www.youtube.com/watch?v=ew9pSl1vJP0,"16,971 views"
What is a 10?,https://www.youtube.com/watch?v=PECeceTOCU8,"1,521,028 views"
Portico Quartet- Portico Quartet ALBUM REVIEW,https://www.youtube.com/watch?v=BkehXdTfF38,"29,148 views"
"Earth- Angels of Darkness, Demons of Light II ALBUM REVIEW",https://www.youtube.com/watch?v=dfzAuvtWVYk,"26,328 views"
Burial- Kindred EP REVIEW,https://www.youtube.com/watch?v=roeyTQmPbWw,"74,049 views"
Tennis- Young & Old ALBUM REVIEW,https://www.youtube.com/watch?v=_OccjaZSDHI,"26,228 views"
Goatwhore- Blood For the Master ALBUM REVIEW,https://www.youtube.com/watch?v=Wjc0FV3AAgM,"36,342 views"
Too many musicians?,https://www.youtube.com/watch?v=VuFWZmcH-nY,"81,455 views"
Grimes- Visions ALBUM REVIEW,https://www.youtube.com/watch?v=mwX3u3tG9bQ,"183,397 views"
Perfume Genius- Put Your Back N 2 It ALBUM REVIEW,https://www.youtube.com/watch?v=GBp40M6WMxA,"62,604 views"
Sleigh Bells- Reign of Terror ALBUM REVIEW,https://www.youtube.com/watch?v=X-VSXW3qthQ,"42,040 views"
Pallbearer- Sorrow and Extinction ALBUM REVIEW,https://www.youtube.com/watch?v=5n5X5kQmnBw,"36,932 views"
"Milo- ""Prince Abakaliki of Nigeria needs your help"" TRACK REVIEW",https://www.youtube.com/watch?v=m3vJf5nPLAE,"24,130 views"
"Gorillaz- ""DoYaThing"" TRACK REVIEW",https://www.youtube.com/watch?v=e6NEZa-sXjw,"320,776 views"
Christian Mistress- Possession ALBUM REVIEW,https://www.youtube.com/watch?v=llsGRWq4K8M,"24,098 views"
WZRD- WZRD ALBUM REVIEW,https://www.youtube.com/watch?v=FnA5YRQwvRk,"125,783 views"
Evian Christ- Kings and Them COMPILATION REVIEW,https://www.youtube.com/watch?v=OfNsxzM4yRM,"17,205 views"
Great Albums: February '12,https://www.youtube.com/watch?v=NwLERkr_SPM,"89,466 views"
Y U NO REVIEW: February '12,https://www.youtube.com/watch?v=u1dDaYvhQCs,"90,917 views"
Big K.R.I.T.- 4evaNaDay ALBUM REVIEW,https://www.youtube.com/watch?v=mbmpyvyIj3A,"94,324 views"
The Magnetic Fields- Love at the Bottom of the Sea ALBUM REVIEW,https://www.youtube.com/watch?v=6xc2uTO9v_Y,"24,685 views"
The Men- Open Your Heart ALBUM REVIEW,https://www.youtube.com/watch?v=4X8MvSNS1j4,"25,408 views"
Bands I'll See At SXSW,https://www.youtube.com/watch?v=B_yjxnYG2LI,"25,275 views"
SXSW 2012 Vlog 1,https://www.youtube.com/watch?v=hYRO6gXD7eA,"17,172 views"
SXSW 2012 Vlog 2,https://www.youtube.com/watch?v=nbOzVokN5mc,"14,891 views"
SXSW 2012 Vlog 3,https://www.youtube.com/watch?v=Qs-0_eO02wE,"11,518 views"
SXSW 2012 Vlog 4,https://www.youtube.com/watch?v=vBEcmPd9pzs,"17,375 views"
SXSW 2012 Clip Show!!!,https://www.youtube.com/watch?v=6GnasLp4iZU,"18,052 views"
I'm moving!,https://www.youtube.com/watch?v=cUzbUJtGTEA,"69,344 views"
Soap&Skin- Narrow ALBUM REVIEW,https://www.youtube.com/watch?v=Y_5jlhMZwEM,"37,771 views"
OFWGKTA- The OF Tape Vol. 2 ALBUM REVIEW,https://www.youtube.com/watch?v=HxmQFplBmSI,"276,386 views"
Unsane- Wreck ALBUM REVIEW,https://www.youtube.com/watch?v=T2Dodo3pAtc,"32,191 views"
THEESatisfaction- awE naturalE ALBUM REVIEW,https://www.youtube.com/watch?v=7rB4Qc-MRks,"26,089 views"
The Shins- Port of Morrow ALBUM REVIEW,https://www.youtube.com/watch?v=lQkaU6wMgaM,"43,205 views"
Great Albums: March '12,https://www.youtube.com/watch?v=keNmMKH9IYU,"36,580 views"
The Mars Volta- Noctourniquet ALBUM REVIEW,https://www.youtube.com/watch?v=RJDxHb5bsWc,"127,734 views"
Daniel Rossen- Silent Hour / Golden Mile EP REVIEW,https://www.youtube.com/watch?v=TlLz3R4O1EI,"27,220 views"
Meshuggah- Koloss ALBUM REVIEW,https://www.youtube.com/watch?v=RE9pUpdFmeE,"176,196 views"
Y U NO REVIEW: MARCH '12,https://www.youtube.com/watch?v=3ocm43kZKbg,"51,904 views"
Zammuto- Self-Titled ALBUM REVEW,https://www.youtube.com/watch?v=kVEV9zMcmd0,"23,241 views"
High On Fire- De Vermis Mysteriis ALBUM REVIEW,https://www.youtube.com/watch?v=tHsdqsUxR3Q,"55,387 views"
BADBADNOTGOOD- BBNG2 ALBUM REVIEW,https://www.youtube.com/watch?v=e2g9_YXxfY0,"109,086 views"
10 Great Record Store Day Releases,https://www.youtube.com/watch?v=nHcJbSzns8E,"38,978 views"
Chromatics- Kill For Love ALBUM REVIEW,https://www.youtube.com/watch?v=5x77EWbpJnc,"39,200 views"
Willis Earl Beal- Acousmatic Sorcery ALBUM REVIEW,https://www.youtube.com/watch?v=XmSktY7RhAE,"19,970 views"
"Kindness- World, You Need a Change of Mind ALBUM REVIEW",https://www.youtube.com/watch?v=VpLANug-ClI,"24,352 views"
Dr. John- Locked Down ALBUM REVIEW,https://www.youtube.com/watch?v=PVvWk4Vko6Q,"23,100 views"
_____ is dead!,https://www.youtube.com/watch?v=n-AswG_XXXY,"164,331 views"
Lotus Plaza- Spooky Action at a Distance ALBUM REVIEW,https://www.youtube.com/watch?v=63hrqTPY-KM,"24,716 views"
Black Dice- Mr. Impossible ALBUM REVIEW,https://www.youtube.com/watch?v=uvHLmv_WdIA,"23,777 views"
Spiritualized- Sweet Heart Sweet Light ALBUM REVIEW,https://www.youtube.com/watch?v=JBKPJ5VUbr8,"64,342 views"
Quakers- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=fyGK13tSjsc,"18,074 views"
Do we respect the past? (Tupac Hologram Reaction),https://www.youtube.com/watch?v=lmaCK2mGzd0,"156,098 views"
Moonface- With Siinai: Heartbreaking Bravery ALBUM REVIEW,https://www.youtube.com/watch?v=LmFqBFeGADM,"16,690 views"
Death Grips- The Money Store ALBUM REVIEW,https://www.youtube.com/watch?v=mK54P7VeM1g,"1,986,012 views"
Battles- Dross Glop ALBUM REVIEW,https://www.youtube.com/watch?v=Sx7w_3vZ3F4,"34,567 views"
Jack White- Blunderbuss ALBUM REVIEW,https://www.youtube.com/watch?v=vcTtK_FlGsU,"109,758 views"
White Suns- Sinews ALBUM REVIEW,https://www.youtube.com/watch?v=XxbkE90hv38,"25,220 views"
Actress- R.I.P. ALBUM REVIEW,https://www.youtube.com/watch?v=3Fw_fariB2A,"28,782 views"
Music on a cube?,https://www.youtube.com/watch?v=z_e1slzjAow,"29,945 views"
Torche- Harmonicraft ALBUM REVIEW,https://www.youtube.com/watch?v=c1LHWTKqFcI,"37,000 views"
Great Albums: April '12,https://www.youtube.com/watch?v=C8P5toKtQIU,"32,552 views"
Billy Woods- History Will Absolve me ALBUM REVIEW,https://www.youtube.com/watch?v=KonQ_39B0uU,"79,538 views"
The Flaming Lips- The Flaming Lips and Heady Fwends,https://www.youtube.com/watch?v=M4yjv2a4Pt4,"45,478 views"
Dweller On the Threshold- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=BtV3qoHqVkI,"15,924 views"
Streaming music?,https://www.youtube.com/watch?v=dizEEBtIpCc,"191,527 views"
OFF!- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=RqwXttWKaAU,"22,065 views"
"Short Audio Reviews: Reks, Santigold, Logic, Dot hacker",https://www.youtube.com/watch?v=JdckE1BTB4M,"14,200 views"
Lone- Galaxy Garden ALBUM REVIEW,https://www.youtube.com/watch?v=6fW1KL8qmzs,"34,888 views"
B.o.B.- Strange Clouds ALBUM REVIEW,https://www.youtube.com/watch?v=eboBBDS-Klw,"67,223 views"
"Animal Collective- ""Honeycomb"" and ""Gotham"" TRACK REVIEWS",https://www.youtube.com/watch?v=53BsdCokZ0A,"36,327 views"
mewithoutYou- Ten Stories ALBUM REVIEW,https://www.youtube.com/watch?v=XZ3LM0xjcPA,"39,072 views"
20 Favorite Beastie Boys Songs,https://www.youtube.com/watch?v=Eqg9S8CaBFw,"39,721 views"
"Short Audio Reviews: Orbital, Lord Mantis, Here We Go Magic, Author & Punisher",https://www.youtube.com/watch?v=b6Vouov5uo8,"11,812 views"
Beach House- Bloom ALBUM REVIEW,https://www.youtube.com/watch?v=S9Up_xgbZaQ,"221,201 views"
Squarepusher- Ufabulum ALBUM REVIEW,https://www.youtube.com/watch?v=jUYWMOOUY08,"40,651 views"
Ab-Soul- Control System ALBUM REVIEW,https://www.youtube.com/watch?v=tAXqMlMoyg8,"214,005 views"
Mac Miller- Macadelic ALBUM REVIEW,https://www.youtube.com/watch?v=A3yRUFSyWBw,"107,081 views"
Marilyn Manson- Born Villain ALBUM REVIEW,https://www.youtube.com/watch?v=zxs4h0ABJMI,"128,792 views"
Killer Mike- R.A.P. Music ALBUM REVIEW,https://www.youtube.com/watch?v=E3kvrf4mO4g,"152,579 views"
Hipster!!!,https://www.youtube.com/watch?v=iskjEgwj4uQ,"344,090 views"
Dope Body- Natural History ALBUM REVIEW,https://www.youtube.com/watch?v=bfeusyA-J5k,"36,808 views"
Best Coast- The Only Place ALBUM REVIEW,https://www.youtube.com/watch?v=bQ04LrK4epI,"41,342 views"
Mount Eerie- Clear Moon ALBUM REVIEW,https://www.youtube.com/watch?v=60d5MYBMAns,"59,700 views"
Cerce- Tour Sampler CD-R ALBUM REVIEW,https://www.youtube.com/watch?v=V4RJ0eOZiXE,"18,952 views"
El-P- Cancer For Cure ALBUM REVIEW,https://www.youtube.com/watch?v=uQEaJknSSXI,"88,535 views"
"From ""T.R.O.Y."" to ""Around My Way""",https://www.youtube.com/watch?v=q8ZPYD3rYJc,"27,143 views"
"Foxygen- ""Make It Known"" TRACK REVIEW",https://www.youtube.com/watch?v=WSmr798qF3U,"27,938 views"
Sigur Rós- Valtari ALBUM REVIEW,https://www.youtube.com/watch?v=39G4QwnUOzw,"70,878 views"
Big K.R.I.T.- Live From the Underground ALBUM REVIEW,https://www.youtube.com/watch?v=5dX5az_Sn2w,"73,719 views"
Great Albums: May '12,https://www.youtube.com/watch?v=GMMLsxDkVHE,"30,486 views"
"6 Audio Reviews: Laurel Halo, Edward Sharpe, Havok, and More",https://www.youtube.com/watch?v=UmHXktuWdMU,"27,373 views"
Explore!!!!,https://www.youtube.com/watch?v=yG0gp07o8fE,"83,413 views"
Black Breath- Sentenced to Life ALBUM REVIEW,https://www.youtube.com/watch?v=IGVvYilN48I,"32,446 views"
Japandroids- Celebration Rock ALBUM REVIEW,https://www.youtube.com/watch?v=u-wCVuxgRVE,"45,224 views"
Neil Young & Crazy Horse- Americana ALBUM REVIEW,https://www.youtube.com/watch?v=6j-L50IZEZg,"31,766 views"
Liars- WIXIW ALBUM REVIEW,https://www.youtube.com/watch?v=zhYKXT3l69Y,"26,462 views"
Recondite- On Acid ALBUM REVIEW,https://www.youtube.com/watch?v=-NI4-QvHv9M,"26,417 views"
WORKOUT MIX 2012!!!,https://www.youtube.com/watch?v=VWrY2uaXOWQ,"24,980 views"
The Tallest Man On Earth- There's No Leaving Now ALBUM REVIEW,https://www.youtube.com/watch?v=Vsb5OhJILf8,"46,339 views"
iamamiwhoami- Kin ALBUM REVIEW,https://www.youtube.com/watch?v=_Fdv0XkbgSE,"38,060 views"
Clams Casino- Instrumentals 2 ALBUM REVIEW,https://www.youtube.com/watch?v=b6_aekrjI_k,"77,529 views"
Kreator- Phantom Antichrist ALBUM REVIEW,https://www.youtube.com/watch?v=HJS6uAN23rM,"28,843 views"
Suns- The Engine Room ALBUM REVIEW,https://www.youtube.com/watch?v=hv65cRcTDes,"25,165 views"
Joey Bada$$- 1999 ALBUM REVIEW,https://www.youtube.com/watch?v=--YnsRamkzc,"397,494 views"
Fiona Apple- The Idler Wheel... ALBUM REVIEW,https://www.youtube.com/watch?v=A6dKpFq0IxU,"172,589 views"
Bobby Womack- The Bravest Man In the Universe ALBUM REVIEW,https://www.youtube.com/watch?v=-2BfsmZSyD8,"22,337 views"
Curren$y- The Stoned Immaculate ALBUM REVIEW,https://www.youtube.com/watch?v=ktsk_xYWl7s,"49,602 views"
Metric- Synthetica ALBUM REVIEW,https://www.youtube.com/watch?v=XQbBEdzZbaU,"44,129 views"
Depressing albums! ;_:,https://www.youtube.com/watch?v=mSZRS7f5MTc,"667,580 views"
The Smashing Pumpkins- Oceania ALBUM REVIEW,https://www.youtube.com/watch?v=GX0CdRiz9xY,"125,829 views"
Open Mike Eagle- 4NML HSPTL ALBUM REVIEW,https://www.youtube.com/watch?v=7rw9WkF4lPY,"25,463 views"
Ty Segall Band- Slaughterhouse / Ty Segall & White Fence- Hair ALBUM REVIEWS,https://www.youtube.com/watch?v=G-jE0gcdL9w,"56,065 views"
Old Man Gloom- NO ALBUM REVIEW,https://www.youtube.com/watch?v=j2VypHw0AD4,"21,982 views"
Great Albums: June '12,https://www.youtube.com/watch?v=n3uGWcb_Mzw,"21,124 views"
Hot Chip- In Our Heads ALBUM REVIEW,https://www.youtube.com/watch?v=Y8_RPvxcJ80,"38,553 views"
Favorite Albums of 2012...SO FAR!,https://www.youtube.com/watch?v=KjhQ78uoJGo,"51,774 views"
Spaceghostpurrp- Mysterious Phonk: The Chronicles of SpvcxxGhxztPvrrp ALBUM REVIEW,https://www.youtube.com/watch?v=mgDP2G2USzQ,"101,856 views"
Rush- Clockwork Angels ALBUM REVIEW,https://www.youtube.com/watch?v=CHhdSJLmdu8,"70,727 views"
Dirty Projectors- Swing Lo Magellan ALBUM REVIEW,https://www.youtube.com/watch?v=_7eIJDRGBb0,"46,798 views"
Y U NO REVIEW: JUNE '12,https://www.youtube.com/watch?v=ZMZxona5az4,"138,635 views"
H-SIK- Cocody EP REVIEW,https://www.youtube.com/watch?v=qnzAw1QuayE,"9,047 views"
Foxygen- Take the Kids Off Broadway EP REVIEW,https://www.youtube.com/watch?v=NImDLA14kHs,"32,667 views"
Twin Shadow- Confess ALBUM REVIEW,https://www.youtube.com/watch?v=J17fzL6a-lw,"31,628 views"
Frank Ocean - Channel Orange ALBUM REVIEW,https://www.youtube.com/watch?v=RG8FKXlGdBU,"992,672 views"
"Short Audio Reviews: King Tuff, Daughn Gibson, Slugabed, Public Image Ltd., and Melvins Lite",https://www.youtube.com/watch?v=Nklm9efFdvA,"13,855 views"
Baroness- Yellow and Green ALBUM REVIEW,https://www.youtube.com/watch?v=u1uuvuAe8Xg,"63,041 views"
My 10 Favorite Velvet Underground Songs,https://www.youtube.com/watch?v=IAjx34zlijc,"125,410 views"
Wreck and Reference- No Youth ALBUM REVIEW,https://www.youtube.com/watch?v=Q94LHgvb7vs,"21,751 views"
Nas- Life Is Good ALBUM REVIEW,https://www.youtube.com/watch?v=42RML92tDyQ,"176,770 views"
Holograms- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=q6T1zppObmA,"26,212 views"
Aesop Rock- Skelethon ALBUM REVIEW,https://www.youtube.com/watch?v=jO5gV6w8epQ,"161,628 views"
Mission of Burma- Unsound ALBUM REVIEW,https://www.youtube.com/watch?v=KK8243vkLQ8,"22,177 views"
TNGHT- Self-Titled EP REVIEW,https://www.youtube.com/watch?v=sjZJoRTOKr0,"88,835 views"
Gnaw Their Tongues- Eschatological Scatology ALBUM REVIEW,https://www.youtube.com/watch?v=mVtFxatTLgU,"52,393 views"
Purity Ring- Shrines ALBUM REVIEW,https://www.youtube.com/watch?v=SerNPTbrF84,"60,639 views"
Crystal Castles- Plague TRACK REVIEW,https://www.youtube.com/watch?v=EgWwC0rGDzo,"31,762 views"
Guardian Alien- See the World Given to a One Love Entity ALBUM REVIEW,https://www.youtube.com/watch?v=J6xkvLGQbAU,"14,725 views"
My Vinyl Collection: Part 1,https://www.youtube.com/watch?v=2c-G1oHPg9U,"438,615 views"
"Rick Ross- God Forgives, I Don't ALBUM REVIEW",https://www.youtube.com/watch?v=CTTmj5V5h_M,"151,611 views"
Animal Collective- Today's Supernatural TRACK REVIEW,https://www.youtube.com/watch?v=eL1w_-MzMWE,"30,226 views"
Nachtmystium- Silencing Machine ALBUM REVIEW,https://www.youtube.com/watch?v=5WlRFlH5oRI,"29,028 views"
Passion Pit- Gossamer ALBUM REVIEW,https://www.youtube.com/watch?v=zFg1j6oSiBo,"58,711 views"
Om- Advaitic Songs ALBUM REVIEW,https://www.youtube.com/watch?v=pRL_6Lf9Xrg,"47,021 views"
Domo Genesis- No Idols ALBUM REVIEW,https://www.youtube.com/watch?v=bxkMo9ECakI,"105,063 views"
Great Albums: July '12,https://www.youtube.com/watch?v=I_64FyCtn1g,"26,452 views"
Y U NO REVIEW: August '12,https://www.youtube.com/watch?v=sYTTtVb1Nus,"86,339 views"
My Vinyl Collection: Part 2,https://www.youtube.com/watch?v=vLVcFNms9Xw,"177,222 views"
My Vinyl Collection: Part 3,https://www.youtube.com/watch?v=0HvN1uqgc2E,"131,747 views"
Cal's Favorite Music of 2012 (So Far),https://www.youtube.com/watch?v=cg7B638VPMg,"221,998 views"
R. Stevie Moore- Lo Fi Hi Fives COMPILATION REVIEW,https://www.youtube.com/watch?v=c42Yr9yXzdk,"29,189 views"
Niki and the Dove- Instinct ALBUM REVIEW,https://www.youtube.com/watch?v=vu_Busuilos,"18,342 views"
Ariel Pink's Haunted Graffiti- Mature Themes ALBUM REVIEW,https://www.youtube.com/watch?v=Iy4We7f42DY,"54,370 views"
Parquet Courts- Light Up Gold ALBUM REVIEW,https://www.youtube.com/watch?v=ifoZ_rbwR_U,"52,919 views"
"Muse- ""The 2nd Law: Unsustainable"" TRACK REVIEW",https://www.youtube.com/watch?v=wX4OumIpl-Q,"67,533 views"
2 Chainz- Based on a T.R.U. Story ALBUM REVIEW,https://www.youtube.com/watch?v=UShpz0i0k8w,"192,148 views"
Xibalba- Hasta La Muerte ALBUM REVIEW,https://www.youtube.com/watch?v=W45ddJvxOUY,"48,626 views"
Pussy Riot's Closing Statements,https://www.youtube.com/watch?v=fD4X1_Tvlig,"30,662 views"
JJ DOOM- Key to the Kuffs ALBUM REVIEW,https://www.youtube.com/watch?v=cJ5TedT9ZNA,"141,639 views"
Eprom- Metahuman ALBUM REVIEW,https://www.youtube.com/watch?v=JoewSimddUg,"28,079 views"
Jessie Ware- Devotion ALBUM REVIEW,https://www.youtube.com/watch?v=aAK0fVxfOUU,"31,222 views"
My Vinyl Collection: Part 4,https://www.youtube.com/watch?v=DUIEepOLRYY,"113,662 views"
Wild Nothing- Nocturne ALBUM REVIEW,https://www.youtube.com/watch?v=fSB9Wy0-Ps4,"69,738 views"
Bloc Party- Four ALBUM REVIEW,https://www.youtube.com/watch?v=5WlUMxDtLqY,"90,041 views"
Assholes In Music?,https://www.youtube.com/watch?v=yPDFdmEE4_M,"410,335 views"
Matthew Dear- Beams ALBUM REVIEW,https://www.youtube.com/watch?v=vdIL2Slt9yM,"20,509 views"
The Faceless- Autotheism ALBUM REVIEW,https://www.youtube.com/watch?v=U-MRU5VBrWY,"54,392 views"
Swans- The Seer ALBUM REVIEW,https://www.youtube.com/watch?v=ZAKIxgzgNJ8,"210,018 views"
"A$AP Mob- Lord$ Never Worry ALBUM REVIEW (MIXTAPE, REALLY)",https://www.youtube.com/watch?v=96slWZRmBWU,"81,529 views"
Slaughterhouse- Welcome to: Our House ALBUM REVIEW,https://www.youtube.com/watch?v=BFCQItmLjww,"80,375 views"
Four Tet- Pink COMPILATION REVIEW,https://www.youtube.com/watch?v=CS4HP_-HEdI,"25,628 views"
